id_poi;nom;categorie;types;description_analyse;public_cible
6317;Rouen Tourisme;activity;schema:TouristInformationCenter, LocalTouristOffice, PlaceOfInterest, PointOfInterest, TouristInformationCenter;nan Traversée par 3000 ans d’Histoire, la capitale normande est une expérience patrimoniale flamboyante. Terre d’inspiration pour de nombreux artistes, oxygénée par une richesse naturelle exceptionnelle, elle possède une gastronomie d’excellence et garde de son héritage industriel un tempérament de ;Adultes, Familles, PMR
6346;Théâtre de l'Echo du Robec;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, Theater;Théâtre de divertissement familial à vocation patrimoniale Chaque année, un Molière en costumes et en respectant le texte de l'auteur. En 2024-26 5800 spectateurs ont vu Le Médecin malgré lui Un spectacle de recherche autour de Beckett, actuellement... Théâtre de divertissement familial à vocation p;Adultes, Familles
6356;Loisirs Jet Fécamp;activity;NauticalCentre, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Au cœur de la station nautique de Fécamp, nous vous proposons des activités d’initiation, de randonnée. Situé entre Étretat et Saint-Valéry-en-Caux, vous pourrez ainsi profiter du cadre exceptionnel des falaises de la côte d’Albâtre. Partez à la... Au cœur de la station nautique de Fécamp, nous vous;Adultes, Débutants, Familles, Randonneurs
6358;Base de loisirs de Jumièges - Le Mesnil;activity;schema:LocalBusiness, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, TastingProvider;Sur la Base de loisirs de Jumièges - Le Mesnil, les activités Loisirs vous ouvrent ses portes pour vous amuser en famille ou entre amis sur un ensemble d’activités ludiques et sportives. Sur le lac, sur la terre ou dans les airs, il y en a pour tous... Sur la Base de loisirs de Jumièges - Le Mesnil,;Adultes, Enfants, Familles
6361;Espace Tourisme et Culture Campagne de Caux;activity;schema:TouristInformationCenter, LocalTouristOffice, PlaceOfInterest, PointOfInterest, TouristInformationCenter;nan Désormais installé dans l’Espace France Services, dans le centre de Goderville (2 rue du Bel Air), l’espace Tourisme et Culture dispose d’un espace d’accueil, plus grand et plus moderne. Côté Tourisme En plus de 150 documents sur l’ensemble de la Seine-Maritime mis gratuitement à disposition, vo;Adultes, Familles
6362;La Seine à Vélo®;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;De ses somptueuses falaises blanches à la quiétude de son fleuve, sous oublier les magnifiques paysages de sa campagne, la Seine-Maritime dispose d’une nature préservée remarquable idéale à découvrir en vélo. De ses somptueuses falaises blanches à la quiétude de son fleuve, sous oublier les magnifiq;Adultes, Sportifs
6363;La Tour Mailly à cheval;activity;olo:OrderedList, HorseTour, PointOfInterest, Tour;Cette agréable balade de 5 km à cheval, vous fera découvrir des forêt, campagne, village et patrimoine bâti.Le point de départ du circuit se trouve d'ailleurs au niveau de la Tour Mailly, tour accolée à l'église au clocher penché de Saint-Léger-aux-Bois, édifice datant du XVIe siècle.La Forêt d'Eu e;Adultes, Enfants, Familles, Randonneurs
6368;L'escalier de Sotteville à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Cette boucle de randonnée prend son départ dans la commune de Sotteville-sur-Mer, située sur la Côte d’Albâtre. Entre chemins de forrières et paysages typiques du Pays de Caux, vous apprécierez un superbe panorama sur la côte et ses falaises de craie, du haut du fameux escalier de 231 marches. Acces;Adultes, Randonneurs, Sportifs
6374;Circuit de la Porte Océane;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Entre patrimoine maritime et Patrimoine Mondial de l'Unesco, remontez le temps en centre ville du Havre. Ville royale fondée par François Ier en 1517, Le Havre est devenue l'un des plus grands ports d'Europe. Ville de contrastes, d'émotions et de découvertes, voici un parcours qui ne va pas vous lai;Adultes, Familles, Randonneurs
6385;Les Alpagas du Clos;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Le clos des alpagas vous propose 5 prestations pour vivre une véritable immersion parmi les merveilleux animaux. - Découverte des animaux d'Amérique du Sud - Durée : 1h Au cours de la visite guidée de cette ferme atypique, vous découvrirez les... Le clos des alpagas vous propose 5 prestations pour v;Adultes, Enfants, Familles, Randonneurs
6395;Circuit du Val Boucheron;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;nan nan;Adultes, Familles, Randonneurs
6405;Estelle Normandy Guide ;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Visites guidées, conférences, accompagnement et consulting en Normandie avec guide Conférencière Visites guidées, conférences, accompagnement et consulting en Normandie avec guide Conférencière;Adultes, Familles
6414;Romain DUMONTIER;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Stage de moto toute activité : Enduro, Endurocross, Motocross, Trail, rallyer road book... Pilote professionnel de rallye-raid et d’enduro, je vous propose de venir profiter de toute mon expérience du très haut niveau à travers des stages de... Stage de moto toute activité : Enduro, Endurocross, Mot;Débutants
6418;Arb'Aventure - Parc accrobranche et multi-activités;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;La réouverture initialement prévue le 14/02/26 est reportée suite aux dégâts de la tempête Goretti. Merci de votre compréhension ! Arb'Aventure est un parc multi-activités situé à 15 minutes de Dieppe et 35 minutes de Rouen. Partez vers la cime... La réouverture initialement prévue le 14/02/26 est r;Adolescents, Adultes, Enfants, Familles
6435;Sur les traces de Voltaire;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Découvez le charmant hameau du Fys et admirez ses maisons à toit de chaume. Découvez le charmant hameau du Fys et admirez ses maisons à toit de chaume.;Adultes, Familles, Randonneurs
6437;Gare du Tréport;activity;schema:TrainStation, PlaceOfInterest, PointOfInterest, TrainStation, Transport;nan nan;Adultes, Familles
6441;Atelier Céramique Kilucru;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Vous souhaitez apprendre la poterie dans une ambiance conviviale ? Ludivine Mercier vous propose des cours d'initiation pour différents niveaux. Pendant l'atelier vous aurez l'occasion d'apprendre 3 techniques de fabrication, la décoration, le... Vous souhaitez apprendre la poterie dans une ambiance;Adultes, Débutants, Enfants, Familles
6461;Tir à l'arc - Sarbacane;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, SportsClub;Tir à l'arc et sarbacane. Initiation découverte. A partir de 8 ans en fonction de la morphologie. Perfectionnement sans viseur. Tir à l'arc et sarbacane. Initiation découverte. A partir de 8 ans en fonction de la morphologie. Perfectionnement sans viseur.;Adultes, Débutants
6464;Les Bassins des Vallées;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Cette boucle entre terre et mer vous permettra d'admirer un riche patrimoine. Cette boucle entre terre et mer vous permettra d'admirer un riche patrimoine.;Adultes, Familles, Randonneurs
6474;Circuit de la Pointe de Caux;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Vous découvrirez l'architecture typique du Pays de Caux lors de cette randonnée au départ de Gonfreville l'Orcher. Vous découvrirez l'architecture typique du Pays de Caux lors de cette randonnée au départ de Gonfreville l'Orcher.;Adultes, Familles, Randonneurs
6475;Parcours du Village Fleuri à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Une balade agréable autour de l'un des villages les plus fleuris de France ! Une balade agréable autour de l'un des villages les plus fleuris de France !;Adultes, Familles, Randonneurs, Sportifs
6477;Angiens Accrobranche Aventures;activity;schema:AmusementPark, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, ThemePark;Nous vous proposons 12 parcours pour petits et grands de 1m à 14 m de haut, à des niveaux de difficultés gradués et progressifs, dont 4 parcours (soit 40 jeux, la meilleure offre de la région !) pour les tous-petits dès 2 ans et 8 parcours... Nous vous proposons 12 parcours pour petits et grands de ;Adolescents, Adultes, Enfants, Familles
6483;Le Tour de la Seine-Maritime à moto;activity;olo:OrderedList, PointOfInterest, RoadTour, Tour;Cet itinéraire, long de 535 kilomètres, vous permettra d’admirer à moto la diversité des paysages impressionnants de la Seine-Maritime, en faisant un tour complet du département ! Cet itinéraire, long de 535 kilomètres, vous permettra d’admirer à moto la diversité des paysages impressionnants de la ;Adultes, Familles
6485;Les Etangs à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Ce circuit VTT, accessible à tous, est idéal pour les familles avec enfants. La première moitié du circuit se déroule au fil de l'eau, entre les eaux calmes des étangs et les eaux parfois plus tumultueuses de la Bresle. La seconde partie vous fera découvrir le village de Nesle-Normandeuse, marqué pa;Adultes, Enfants, Familles, Sportifs
6494;Mini-golf de Veulettes-sur-Mer;activity;MiniGolf, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Mini-golf situé près du front de mer, parcours de 18 pistes dont 1 en herbe. Mini-golf situé près du front de mer, parcours de 18 pistes dont 1 en herbe.;Adultes, Enfants, Familles
6495;Hippodrome de Dieppe;activity;schema:LocalBusiness, PlaceOfInterest, PointOfInterest, Racetrack, SportsAndLeisurePlace;Un site de 70 hectares aux portes de Dieppe, avec une piste en herbe de 2 000 mètres accueillent au plus haut niveau les trois disciplines de course : le plat, l'obstacle et le trot. Le restaurant panoramique Les Vertes Salines vous accueillera... Un site de 70 hectares aux portes de Dieppe, avec un;Adultes, Familles
6509;Au gré des vents - Sortie en mer sur vieux gréements;activity;schema:LocalBusiness, PlaceOfInterest, PointOfInterest, SightseeingBoat, SportsAndLeisurePlace;Du 4 avril au 1er novembre embarquez pour une aventure inoubliable à bord d'un vieux gréement le long des plus hautes falaises de la côte d'Albâtre. Glissez-vous dans la peau d’un matelot œuvrant sur ces anciens navires de pêche et hissez les... Du 4 avril au 1er novembre embarquez pour une aventure;Adultes, Familles
6514;Skate Park;activity;schema:LocalBusiness, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, TrackRollerOrSkateBoard;Près de la mer, le skate park du Havre semble faire un salut aux origines de là où la glisse est née. Il est le plus grand skatepark gratuit à ciel ouvert en France. Bien placé, près du centre ville, il donne la possibilité au plus grand nombre de... Près de la mer, le skate park du Havre semble fai;Adolescents, Adultes, Enfants, Familles
6516;Le pays du grès;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Admirez dans l'architecture locale l'utilisation du grès : églises et chapelles, bâtiments traditionnels, calvaires... Admirez dans l'architecture locale l'utilisation du grès : églises et chapelles, bâtiments traditionnels, calvaires...;Adultes, Familles, Randonneurs
6517;Golf de Bévilliers;activity;schema:GolfCourse, GolfCourse, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Sur deux surfaces d'entraînement naturelle et artificielle, certifié ECOCERT venez vous initier à la pratique du golf ou vous perfectionner avec deux professionnels PGA, Hugo et Marine Voisin pour assurer un enseignement de qualité reconnu,... Sur deux surfaces d'entraînement naturelle et artificiel;Adolescents, Adultes, Débutants, Enfants, Familles
6518;Le Bois Balthazar à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;nan nan;Adultes, Sportifs
6523;Haras du Cèdre;activity;schema:LocalBusiness, EquestrianCenter, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Situé en plein coeur du Pays de Caux, le Haras du Cèdre vous propose de nombreuses activités pour les cavaliers de tous niveaux, du débutant au confirmé. Cours d'équitation pour enfants et adultes, stages d'initiation et de perfectionnement,... Situé en plein coeur du Pays de Caux, le Haras du Cèdre;Adultes, Débutants, Enfants, Familles, Randonneurs
6531;Alyferm - Ateliers de Lactofermentation;activity;schema:LocalBusiness, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, TastingProvider;Venez découvrir de nouvelles saveurs et préparer vous-même vos pickles suivant la technique de la lactofermentation. Au cours de cet atelier vous réaliserez votre bocal de légumes lactofermentés, en apprenant les règles essentielles de préparation,... Venez découvrir de nouvelles saveurs et préparer;Adultes, Enfants, Familles
6541;Entre Caux et Bray;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;nan nan;Adultes, Familles, Randonneurs
6547;Trot'n Seine;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Location de trottinettes électriques tout-terrain pour découvrir la vallée de la Seine. Location de trottinettes électriques tout-terrain pour découvrir la vallée de la Seine.;Adultes, Familles
6549;Le Nouveau Monde à cheval;activity;olo:OrderedList, HorseTour, PointOfInterest, Tour;Ce circuit de 5,2 km (dont 3,6 km sur chemin) vous emmènera en promenade entre coteaux boisés et vallons. Ce circuit de 5,2 km (dont 3,6 km sur chemin) vous emmènera en promenade entre coteaux boisés et vallons.;Adultes, Enfants
6551;Montagny;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Petit circuit permettant de découvrir le Bois de Montagny et son hameau qui abrite la Chapelle Saint Leu du XIIIe siècle. La majeure partie du circuit est en forêt. Petit circuit permettant de découvrir le Bois de Montagny et son hameau qui abrite la Chapelle Saint Leu du XIIIe siècle. La majeure pa;Adultes, Familles, Randonneurs
