id_poi;Nom;Categorie;Ville;CP;Rue;Verdict_initial;Adresse_GPS;lat_old;lon_old;lat_new;lon_new;adresse_geocodee;strategie_utilisee;correction_status
;Maison de santé pluridisciplinaire Les Sapins;shop;rouen;76000;2 allée d'arromanches;OK Ville+CP;rue albert dupuis, les sapins, quartier châtelet / lombardie / sapins, rouen, seine-maritime, normandie, france métropolitaine, 76000, france;49.4554853;1.1278436;49.456511;1.1268172;Allée d'Arromanches, Les Sapins, Quartier Châtelet / Lombardie / Sapins, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76000, France;adresse_seule;✅CORRIGE
;Marlène - Dermographe;shop;eu;76260;45 bd thiers;OK Ville+CP;rue de l'abbaye, eu, dieppe, seine-maritime, normandie, france métropolitaine, 76260, france;50.04903;1.42014;50.0440248;1.4220843;Boulevard Thiers, Eu, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76260, France;adresse_seule;✅CORRIGE
;Randonnée guidée sur les traces du 4ème Commando;event;quiberville;76860;12 rue de la saâne;OK Ville+CP;office du tourisme, rue de la saâne, quiberville-sur-mer, dieppe, seine-maritime, normandie, france métropolitaine, 76860, france;49.9044096;0.9241904;49.904471;0.92421;12, Rue de la Saâne, Quiberville-sur-Mer, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76860, France;adresse_seule;✅CORRIGE
;Concert - FFF;event;cléon;76410;37 rue luis corvalan;OK Ville+CP;la traverse, rue alain colas, cléon, rouen, seine-maritime, normandie, france métropolitaine, 76410, france;49.3099112;1.0364688;49.3102378;1.0358168;Rue Luis Corvalan, Cléon, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76410, France;adresse_seule;✅CORRIGE
;Visite en soirée des serres des Jardins Suspendus;event;le havre;76620;29 rue albert copieux;OK Ville+CP;rue du fort, sanvic, le havre, seine-maritime, normandie, france métropolitaine, 76620, france;49.5037784;0.0942485;49.505985;0.095798;Rue Albert Copieux, Sanvic, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76620, France;adresse_seule;✅CORRIGE
;Portes Ouvertes à NeoLoco;event;montville;76710;neoloco;OK Ville+CP;route de bois le vicomte, bois le vicompte, montville, rouen, seine-maritime, normandie, france métropolitaine, 76710, france;49.53699;1.08943;49.53699;1.08943;;;PAS_TROUVE
;Bienvenue Cour de la poissonnerie;accommodation;saint-valery-en-caux;76460;4 cour de la poissonnerie;PARFAIT Ville+CP+Rue;2, cour de la poissonnerie, la grande route, saint-valery-en-caux, dieppe, seine-maritime, normandie, france métropolitaine, 76460, france;49.869526;0.713407;49.869526;0.713407;;;✅✅CONSERVE_PARFAIT
;[Sortie nature] Les fruits d'Automne;event;arques-la-bataille;76880;/ forêt d'arques;OK Ville+CP;route de martin-église, arques-la-bataille, dieppe, seine-maritime, normandie, france métropolitaine, 76880, france;49.8850082;1.1374462;49.8850082;1.1374462;;;PAS_TROUVE
;Visite exclusive des Halles de Normandie;event;rouen;76000;avenue du commandant bicheray;PARFAIT Ville+CP+Rue;avenue bernard bicheray, rouen, seine-maritime, normandie, france métropolitaine, 76000, france;49.45049;1.05436;49.45049;1.05436;;;✅✅CONSERVE_PARFAIT
;Multisupport - stage 5 jours;other;saint-valery-en-caux;76460;40 quai du havre;OK Ville+CP;quai du havre, la grande route, saint-valery-en-caux, dieppe, seine-maritime, normandie, france métropolitaine, 76460, france;49.8673536;0.70996198;49.866811;0.7098134;40, Quai du Havre, La Grande Route, Saint-Léger, Saint-Valery-en-Caux, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76460, France;adresse_seule;✅CORRIGE
;Plage -Baignade  Les Petites Dalles;activity;saint-martin-aux-buneaux;76540;rue joseph heuze;A VERIFIER Ville|CP;place jacques bertot, les petites dalles, sassetot-le-mauconduit, le havre, seine-maritime, normandie, france métropolitaine, 76540, france;49.825619;0.52439382;49.8249666;0.5249123;Rue Joseph Heuzé, Saint-Martin-aux-Buneaux, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76540, France;adresse_seule;✅CORRIGE
;Gîtes de bord de mer;accommodation;criel-sur-mer;76910;28 rue louise;OK Ville+CP;rue louise, les côteaux d'yauville, criel plage, criel-sur-mer, dieppe, seine-maritime, normandie, france métropolitaine, 76910, france;50.038099;1.32169;50.0377431;1.3222402;Rue Louise, Les Côteaux d'Yauville, Criel Plage, Criel-sur-Mer, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76910, France;adresse_seule;✅CORRIGE
;L'écume de mer;accommodation;le tréport;76470;22 avenue des canadiens;OK Ville+CP;avenue des canadiens, le tréport, dieppe, seine-maritime, normandie, france métropolitaine, 76470, france;50.05862;1.38227;50.0583723;1.3825871;Matmut, 22 bis, Avenue des Canadiens, Le Tréport, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76260, France;adresse_seule;✅CORRIGE
;[Foire à tout];event;dieppe;76370;/ rue jean puech;OK Ville+CP;rue du château, grèges, dieppe, seine-maritime, normandie, france métropolitaine, 76370, france;49.9206937;1.1559273;49.9206937;1.1559273;;;PAS_TROUVE
;Visite patrimoine : La ville antique;event;lillebonne;76170;musée juliobona;OK Ville+CP;3, place félix faure, la côte blanche, lillebonne, le havre, seine-maritime, normandie, france métropolitaine, 76170, france;49.51826;0.53683;49.5182553;0.5366071;Musée Gallo-Romain Juliobona, Place Félix Faure, La Côte Blanche, Lillebonne, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76170, France;adresse_seule;✅CORRIGE
;La Main Ouverte;accommodation;fultot;76560;16 impasse toit des hêtres;PARFAIT Ville+CP+Rue;16, impasse toit des hêtres, fultot, rouen, seine-maritime, normandie, france métropolitaine, 76560, france;49.76143;0.78496;49.76143;0.78496;;;✅✅CONSERVE_PARFAIT
;Gîtes de France® - Ferme de la Chapelle;accommodation;la ferté-saint-samson;76440;18, route du caudeur;OK Ville+CP;d 921, saint-samson, la ferté-saint-samson, dieppe, seine-maritime, normandie, france métropolitaine, 76440, france;49.5669972;1.53099722;49.5680315;1.5305255;18, Route du Caudeur, Saint-Samson, La Ferté-Saint-Samson, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76440, France;adresse_seule;✅CORRIGE
;Sur le chemin de l'école;activity;gonzeville;76560;;OK Ville+CP;d 50, gonzeville, rouen, seine-maritime, normandie, france métropolitaine, 76560, france;49.761142;0.807998;49.761142;0.807998;;;PAS_TROUVE
;LA CONFÉRENCE DES ÉPOUX LAMORALE;event;fécamp;76400;pêcheries, musée de fécamp;PARFAIT Ville+CP+Rue;musée des pêcheries, 3, quai capitaine jean recher, fécamp, le havre, seine-maritime, normandie, france métropolitaine, 76400, france;49.7616785;0.36802807;49.7616785;0.36802807;;;✅✅CONSERVE_PARFAIT
;Visite guidée de la Maison Henri IV;other;saint-valery-en-caux;76460;maison henri iv;OK Ville+CP;1 bis, quai de la batellerie, la grande route, saint-léger, saint-valery-en-caux, dieppe, seine-maritime, normandie, france métropolitaine, 76460, france;49.8689991;0.71079433;49.8689865;0.7106288;Maison Henri-IV, Rue des Pénitents, La Grande Route, Saint-Léger, Saint-Valery-en-Caux, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76460, France;adresse_seule;✅CORRIGE
;Le Marais de Boscherville;activity;saint-martin-de-boscherville;76840;;NON_TROUVE;rue hippolyte worms, le vieux trait, le trait, rouen, seine-maritime, normandie, france métropolitaine, 76580, france;49.4790059;0.81801971;49.4790059;0.81801971;;;PAS_TROUVE
;Gîte La Ferme du Château;accommodation;beuzevillette;76210;883 route du château;OK Ville+CP;route du château, beuzevillette, le havre, seine-maritime, normandie, france métropolitaine, 76210, france;49.57833;0.55509;49.5789521;0.5492215;Route du Château, Beuzevillette, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76210, France;adresse_seule;✅CORRIGE
;Les Soliers;accommodation;étretat;76790;6 rue notre dame;PARFAIT Ville+CP+Rue;villa les soliers, 6, rue notre-dame, le calvaire, étretat, le havre, seine-maritime, normandie, france métropolitaine, 76790, france;49.7079605;0.20902449;49.7079605;0.20902449;;;✅✅CONSERVE_PARFAIT
;Cerf-volant de traction - Séance;other;saint-aubin-sur-mer;76740;front de mer;OK Ville+CP;route de saussemare, saint-aubin-sur-mer, dieppe, seine-maritime, normandie, france métropolitaine, 76740, france;49.8924768;0.8621443;49.8924768;0.8621443;;;PAS_TROUVE
;Le cocoon d'Emy;accommodation;louvetot;76490;2 résidence de l'église;OK Ville+CP;résidence de l'église, louvetot, rouen, seine-maritime, normandie, france métropolitaine, 76490, france;49.57168;0.71493;49.5716925;0.7149259;Résidence de l'Église, Louvetot, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76490, France;adresse_seule;✅CORRIGE
;Hôtel L'Aiguille Creuse;accommodation;étretat;76790;place du général de gaulle;PARFAIT Ville+CP+Rue;place de gaulle, cour martin, sous la chapelle, étretat, le havre, seine-maritime, normandie, france métropolitaine, 76790, france;49.70772;0.2015675;49.70772;0.2015675;;;✅✅CONSERVE_PARFAIT
;Bien-être au musée : Tisane relax - Atelier autour des plantes médicinales;event;le havre;76600;53 rue de l'abbaye;OK Ville+CP;prieuré de graville, rue de l'abbaye, graville, le havre, seine-maritime, normandie, france métropolitaine, 76600, france;49.5033248;0.1650465;49.5033385;0.1664787;53, Rue de l'Abbaye, Graville, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76600, France;adresse_seule;✅CORRIGE
;Jardin Le Vasterival;nature;sainte-marguerite-sur-mer;76119;346 allée albert roussel;OK Ville+CP;allée albert roussel, vasterival, sainte-marguerite-sur-mer, dieppe, seine-maritime, normandie, france métropolitaine, 76119, france;49.9126489;0.966002;49.9133711;0.9660971;Allée Albert Roussel, Vasterival, Sainte-Marguerite-sur-Mer, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76119, France;adresse_seule;✅CORRIGE
;Rouen Tourisme;activity;rouen;76000;esplanade marcel duchamp;PARFAIT Ville+CP+Rue;esplanade marcel duchamp, vieux-marché-cathédrale, quartier vieux-marché cathédrale, rouen, seine-maritime, normandie, france métropolitaine, 76000, france;49.44481;1.09404;49.44481;1.09404;;;✅✅CONSERVE_PARFAIT
;Les ramoneurs de menhirs;event;bolbec;76210;route de mirville;OK Ville+CP;bolbec, le havre, seine-maritime, normandie, france métropolitaine, 76210, france;49.5758845;0.4698193;49.5765257;0.4694881;Route de Mirville, Bolbec, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76210, France;adresse_seule;✅CORRIGE
;11e ÉDITION DES JOURNÉES NATIONALES DE L'ARCHITECTURE;event;fécamp;76400;10 rue des forts;OK Ville+CP;hôtel du grand cerf - maison du patrimoine, rue des forts, fécamp, le havre, seine-maritime, normandie, france métropolitaine, 76400, france;49.7549138;0.38107433;49.7549378;0.3815061;Rue des Forts, Fécamp, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76400, France;adresse_seule;✅CORRIGE
;Rouen sur Mer;event;rouen;76100;quai cavelier de la salle;PARFAIT Ville+CP+Rue;quai jean de béthencourt, saint-sever, centre ville rive gauche, rouen, seine-maritime, normandie, france métropolitaine, 76100, france;49.43783;1.08535;49.43783;1.08535;;;✅✅CONSERVE_PARFAIT
;Hôtel Ibis Styles Rouen Centre Rive Gauche;accommodation;rouen;76100;55 avenue de la libération;OK Ville+CP;ibis styles, avenue de la libération, quartier saint-clément / jardin des plantes, rouen, seine-maritime, normandie, france métropolitaine, 76100, france;49.4253409;1.0687178;49.4131347;1.0852343;Avenue de la Libération, Sotteville-lès-Rouen, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76300, France;adresse_seule;✅CORRIGE
;Ciné Seine - Etretat;event;étretat;76790;rue notre-dame;PARFAIT Ville+CP+Rue;salle adolphe boissaye, rue notre-dame, le calvaire, étretat, le havre, seine-maritime, normandie, france métropolitaine, 76790, france;49.7077761;0.2086496;49.7077761;0.2086496;;;✅✅CONSERVE_PARFAIT
;Terra Neuva;accommodation;criel-sur-mer;76910;15 avenue de la falaise;OK Ville+CP;avenue de la falaise, mesnil-val, criel-sur-mer, dieppe, seine-maritime, normandie, france métropolitaine, 76910, france;50.04098;1.3304;50.0406413;1.3311933;Avenue de la Falaise, Mesnil-Val, Criel-sur-Mer, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76910, France;adresse_seule;✅CORRIGE
;Gîte les Galets;accommodation;dieppe;76200;18 rue roger lecoffre;OK Ville+CP;rue roger lecoffre, dieppe, seine-maritime, normandie, france métropolitaine, 76200, france;49.9219306;1.0654474;49.9213057;1.0660335;Rue Roger Lecoffre, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76200, France;adresse_seule;✅CORRIGE
;Colonne Napoléon;culture;val-de-la-haye;76380;quai napoléon;PARFAIT Ville+CP+Rue;quai napoléon, val-de-la-haye, rouen, seine-maritime, normandie, france métropolitaine, 76380, france;49.37518;1.00099;49.37518;1.00099;;;✅✅CONSERVE_PARFAIT
;Roulotte - La Jumenterie des Néfliers;accommodation;mentheville;76110;335 route du pont;OK Ville+CP;route du pont, mentheville, le havre, seine-maritime, normandie, france métropolitaine, 76110, france;49.6884704;0.39928562;49.6833226;0.3959351;Route du Pont, Mentheville, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76110, France;adresse_seule;✅CORRIGE
;Sortie nature : La flore du littoral;event;le havre;76600;avenue raoul mail;A VERIFIER Ville|CP;pôle nautique, boulevard clemenceau, perrey, le havre, seine-maritime, normandie, france métropolitaine, 76620, france;49.49026;0.09254;49.49026;0.09254;;;PAS_TROUVE
;Au jardin des Senteurs et des Simples - Le Druidae;shop;notre-dame-de-bliquetuit;76940;1382 rue du petit pont;OK Ville+CP;rue du petit pont, hameau d'ectot, mont-gobert, notre-dame-de-bliquetuit, rouen, seine-maritime, normandie, france métropolitaine, 76940, france;49.502337;0.749254;49.5034996;0.745106;Rue du Petit Pont, Hameau d'Ectot, Mont-Gobert, Notre-Dame-de-Bliquetuit, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76940, France;adresse_seule;✅CORRIGE
;L'Agriculture;food;valmont;76540;9 rue d'estouteville;OK Ville+CP;rue marcel barbay, valmont, le havre, seine-maritime, normandie, france métropolitaine, 76540, france;49.74068;0.517437;49.7419163;0.5152266;9, Rue d'Estouteville, Saint-Ouen, Valmont, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76540, France;adresse_seule;✅CORRIGE
;Sortie nature : À la découverte de l’éco-pâturage;event;le havre;76620;29 rue albert copieux;OK Ville+CP;rue du fort, sanvic, le havre, seine-maritime, normandie, france métropolitaine, 76620, france;49.5037783;0.0942485;49.505985;0.095798;Rue Albert Copieux, Sanvic, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76620, France;adresse_seule;✅CORRIGE
;La Taverne Paillette;food;le havre;76600;22 rue georges braque;PARFAIT Ville+CP+Rue;la taverne paillette, 22, rue georges braque, porte océane, les gobelins, le havre, seine-maritime, normandie, france métropolitaine, 76600, france;49.4953702;0.10321452;49.4953702;0.10321452;;;✅✅CONSERVE_PARFAIT
;Musée de la Céramique - Fermé actuellement pour raison technique;culture;rouen;76000;1 rue faucon;PARFAIT Ville+CP+Rue;musée de la céramique, 1, rue faucon, vieux-marché-cathédrale, quartier vieux-marché cathédrale, rouen, seine-maritime, normandie, france métropolitaine, 76000, france;49.4454563;1.0935916;49.4454563;1.0935916;;;✅✅CONSERVE_PARFAIT
;Vide greniers et expositions sculpture et peinture;event;canville-les-deux-églises;76560;;OK Ville+CP;impasse roger douville, notre-dame, canville-les-deux-églises, rouen, seine-maritime, normandie, france métropolitaine, 76560, france;49.7704359;0.84102999;49.7704359;0.84102999;;;PAS_TROUVE
;Les Galets Bleus;accommodation;étretat;76790;9 avenue nungesser et coli;PARFAIT Ville+CP+Rue;9, avenue nungesser et coli, le petit val, étretat, le havre, seine-maritime, normandie, france métropolitaine, 76790, france;49.7085765;0.2125059;49.7085765;0.2125059;;;✅✅CONSERVE_PARFAIT
;Yoga et yoga Nidra en terre d'Accord;event;la chapelle-sur-dun;76740;118 rue du puits;OK Ville+CP;221, rue du puits, la chapelle-sur-dun, dieppe, seine-maritime, normandie, france métropolitaine, 76740, france;49.8595269;0.8459003;49.859837;0.847411;118, Rue du Puits, La Chapelle-sur-Dun, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76740, France;adresse_seule;✅CORRIGE
;Hôtel Eden;accommodation;saint-valery-en-caux;76460;21 place du marché;PARFAIT Ville+CP+Rue;l'eden, 21, place du marché, la grande route, saint-valery-en-caux, dieppe, seine-maritime, normandie, france métropolitaine, 76460, france;49.8689272;0.71297943;49.8689272;0.71297943;;;✅✅CONSERVE_PARFAIT
;Nature en fête;event;saint-valery-en-caux;76460;jardin public de la gare;OK Ville+CP;14, petite rue louis savoye, le bourgthéroulde, etennemare, saint-valery-en-caux, dieppe, seine-maritime, normandie, france métropolitaine, 76460, france;49.860582;0.708557;49.860582;0.708557;;;PAS_TROUVE
;Littérature - Arts plastiques : A la place du coeur;event;eu;76260;place isabelle d'orléans;PARFAIT Ville+CP+Rue;place d'orléans, allée du cheval, eu, dieppe, seine-maritime, normandie, france métropolitaine, 76260, france;50.0487458;1.41839304;50.0487458;1.41839304;;;✅✅CONSERVE_PARFAIT
;Visite découverte du village du lin;event;le bourg-dun;76740;mairie;OK Ville+CP;4 quater, route de dieppe, blengre, le bourg-dun, dieppe, seine-maritime, normandie, france métropolitaine, 76740, france;49.8651013;0.88805211;49.8650987;0.8870938;Mairie, Route de Dieppe, Blengre, Le Bourg-Dun, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76740, France;adresse_seule;✅CORRIGE
